Name;Source Book;Src Page;Schl;Sub-school;Descriptor;Class Lvls;Adp;APeace;Arc;Artificer;Asn;Beguiler;Blg;Blk;Brd;BVal;ChamGwyn;Clr;Corrupt;Dem;Drd;Duskblade;EmBarachiel;Exalted Arcanist;HB;Hlr;Hoard;Holder;HotD;Hrp;Hth;IOTDF;KotC;MH;Pal;PUG;Rgr;Sanctified;Shu;Slayer of Domiel;Sor/Wiz;Vassal of Bahamut;Wmg;Wuj;Domn Lvls;Air;Animal;Artifice;Balance;Bestial;Blackwater;Cavern;Celerity;Celestial;Chaos;Charm;City;Cold;Commerce;Community;Competition;Corruption;Courage;Craft;Creation;Darkness;Death;Deathbound;Deathless;Decay;Demonic;Destiny;Destruction;Diabolic;Domination;Dragon;Dream;DrgBlw;Drow;Dwarf;Earth;Elf;Endurance;Evil;Exorcism;Family;Fate;Feast;Fey;Fire;Force;Glory;Gnome;Good;Greed;Halfling;Hatred;Healing;Herald;Hunger;Illusion;Inquisition;Joy;Knowledge;Law;Liberation;Life;Luck;Madness;Magic;Meditation;Mental;Metal;Mind;Moon;Mysticism;Necro;Nobility;Ocean;Oracle;Orc;Pact;Pain;Passion;Pestilence;Planning;Plant;Pleasure;Portal;Portal (alt);Protection;Purification;Renewal;Repose;Retribution;Rune;Sand;SaveLife;Scalykind;Seafolk;Shadow;Sin-A;Sin-E;Sin-G;Sin-L;Sin-P;Sin-S;Sin-W;Sky;Slime;Spell;Spider;Storm;Strength;Suffering;Summer;Summoner;Sun;Thirst;Time;Trade;Transformation;Travel;Trickery;Truth;Tyranny;Undeath;VDarkness;War;Warforged;Water;Watery Death;Wealth;Weather;Winter;Wrath;Components;Casting Time;Range;Effect Type;Effect;Duration;Saving Throw;Resistance;Short Description;Medium Description;Long Descripton
Conjure Ice Beast V;FR;91;Conj;Creation;Cold;;;;5;;;;;;;;;5;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 round;Close (25 ft. + 5 ft./2 levels);Effect;One or more conjured ice creatures, no two of which can be more than 30 ft. apart;1 round/level (D);None;No;Conjures ice creature to fight for you.;;
Conjure Ice Beast VI;FR;91;Conj;Creation;Cold;;;;6;;;;;;;;;6;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 round;Close (25 ft. + 5 ft./2 levels);Effect;One or more conjured ice creatures, no two of which can be more than 30 ft. apart;1 round/level (D);None;No;Conjures ice creature to fight for you.;;
Conjure Ice Beast VII;FR;91;Conj;Creation;Cold;;;;7;;;;;;;;;7;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 round;Close (25 ft. + 5 ft./2 levels);Effect;One or more conjured ice creatures, no two of which can be more than 30 ft. apart;1 round/level (D);None;No;Conjures ice creature to fight for you.;;
Conjure Ice Beast VIII;FR;91;Conj;Creation;Cold;;;;8;;;;;;;;;8;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 round;Close (25 ft. + 5 ft./2 levels);Effect;One or more conjured ice creatures, no two of which can be more than 30 ft. apart;1 round/level (D);None;No;Conjures ice creature to fight for you.;;
Conjure Ice Object;FR;91;Conj;Creation;Cold;;;;2;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Personal;Effect;One object of up to 5 lb./level;1 min./level;None (harmless);No;Conjures an object made of ice.;;
Conjure Lesser Midnight Construct;MoI;;Conj;Creation;Incarnum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 round;Close (25 ft. + 5 ft./2 levels);Effect;One conjured midnight construct;1 round/level (D);None;No;Create a lesser midnight construct.;;
Conjure Midnight Construct;MoI;;Conj;Creation;Incarnum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 round;Close (25 ft. + 5 ft./2 levels);Effect;One conjured midnight construct;1 round/level (D);None;No;As conjure lesser midnight construct, except conjure a midnight construct instead with more essentia options.;;
Conjurer's Toolbelt;SPELLSandSPELLCRAFT;16;Conj;Creation;Creation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, F;1 standard action;0 ft.;Effect;Conjures an unattened, nonmagical object weighing no more than 1 lb. and being no longer than 1 cubic foot in size.;1 min./level;None;No;Creates a tool.;Creates a tool.;
Consecrate;SRD;212;Evoc;;Positive, Good;;;2;2;;;;;;;;;2;;;;;;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M, DF;1 standard action;Close (25 ft. + 5 ft./2 levels);Area;20-ft.-radius emanation;2 hours/level;None;No;Fills area with positive energy, making undead weaker.;;This spell blesses an area with positive energy. Each Charisma check made to turn undead within this area gains a +3 sacred bonus. Every undead creature entering a consecrated area suffers minor disruption, giving it a -1 penalty on attack rolls, damage rolls, and saves. Undead cannot be created within or summoned into a consecrated area.[lf][lf]If the consecrated area contains an altar, shrine, or other permanent fixture dedicated to your deity, pantheon, or aligned higher power, the modifiers given above are doubled (+6 sacred bonus on turning checks, -2 penalties for undead in the area). You cannot consecrate an area with a similar fixture of a deity other than your own patron.[lf][lf]If the area does contain an altar, shrine, or other permanent fixture of a deity, pantheon, or higher power other than your patron, the consecrate spell instead curses the area, cutting off its connection with the associated deity or power. This secondary function, if used, does not also grant the bonuses and penalties relating to undead, as given above.[lf][lf]Consecrate counters and dispels desecrate.
Consecrate Battlefield;HB;126;Evoc;;Good;;;;6;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M, DF;10 minutes;Medium (100 ft. + 10 ft./level);Area;100-ft.-radius emanation;1 day/level;;;Fills large area with positive energy, making undead weaker.;;
Constricting Chains;BE;94;Evoc;;Good;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, F, Sacrifice;1 standard action;Medium (100 ft. + 10 ft./level);Target;One creature;1 round/level;None;No;Chains (AC 20 hp 5/level (max 100), DR 10/magic, energy immune) entangle target and deal 3d6 nonlethal damage. Strength check DC 32 break or Escape Artist DC 40 (1 minute) to get free.;Chains (AC 20, 5HP/level [max 100], DR 10/magic, energy immune) entangle target and deal 3d6 nonlethal damage. DC32 Str check to break or DC40 Escape Artist (1 minute) to free.;
Construct Energy Ward;ECS;109;Abj;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;1 round;Touch;Target;Construct touched;10 min./level;Will negates (harmless);Yes (harmless);As resist energy, except that the target must be a construct.;;
Construct Energy Ward, Greater;ECS;109;Abj;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;S;1 round;Touch;Target;Construct touched;10 min./level or until discharged;Will negates (harmless);Yes (harmless);As protection from energy, except that the target must be a construct.;;
Construct Essence;RE;183;Tran;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Living construct touched;1 min./level;Will negates (harmless);Yes (harmless);As lesser construct essence, but grants more qualities of the construct type.;;
Construct Essence, Greater;RE;183;Tran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Living construct touched;1 min./level;Will negates;Yes;Grants a living construct all the benefits of the construct type.;;
Construct Essence, Lesser;RE;184;Tran;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;V, S;1 standard action;Touch;Target;Living construct touched;1 min./level;Will negates (harmless);Yes (harmless);Grants a living construct qualities of the construct type.;;
Construct Essence, Mass Lesser;FE;150;Tran;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;V, S;1 standard action;Close (25 ft. + 5 ft./2 levels);Target;One living construct/level, no two of which can be more than 30 ft. apart;1 min./level;Will negates (harmless);Yes (harmless);Grants many living constructs qualities of the construct type.;;
Consume Likeness;BV;89;Necr;;Evil;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, F, Corrupt;1 standard action;Personal;Target;You;Permanent;;;Caster steals the appearance of a dead person, adding +10 on Disguise checks.;;
Consumptive Field;SPC;51;Necr;;Death, Evil;;;;4;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;30 ft.;Area;30-ft.-radius emanation, centered on you;1 round/level;Will negates;Yes;Draw life from all creatures in 30-ft. radius with -1 or fewer hit points that fail save.;;
Consumptive Field, Greater;SPC;51;Necr;;Death, Evil;;;;7;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;30 ft.;Area;30-ft.-radius spherical emanation, centered on you;1 round/level;Will negates;Yes;Draw life from all creatures in 30-ft. radius with 9 or fewer hit points that fail save.;;
Contact Other Plane;SRD;212;Div;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V;10 minutes;Personal;Target;You;Concentration;;;Lets you ask question of extraplanar entity.;;You send your mind to another plane of existence (an Elemental Plane or some plane farther removed) in order to receive advice and information from powers there. (See the accompanying table for possible consequences and results of the attempt.) The powers reply in a language you understand, but they resent such contact and give only brief answers to your questions. (All questions are answered with yes, no, maybe, never, irrelevant, or some other one-word answer.)  [lf]You must concentrate on maintaining the spell (a standard action) in order to ask questions at the rate of one per round. A question is answered by the power during the same round. For every two caster levels, you may ask one question.  [lf]Contact with minds far removed from your home plane increases the probability that you will incur a decrease to Intelligence and Charisma, but the chance of the power knowing the answer, as well as the probability of the entity answering correctly, are likewise increased by moving to distant planes.  [lf]Once the Outer Planes are reached, the power of the deity contacted determines the effects. (Random results obtained from the table are subject to the personalities of individual deities.)  [lf]On rare occasions, this divination may be blocked by an act of certain deities or forces.    [lf]Plane Contacted  Avoid Int/Cha Decrease  True Answer  Dont Know  Lie  Random Answer  [lf]Elemental Plane  DC 7/1 week  01-34  35-62  63-83  84-100  [lf]Elemental Plane (appropriate)    (DC 7/1 week)  (01-68)  (69-75)  (76-98)  (99-100)  [lf]Positive/Negative Energy Plane  DC 8/1 week  01-39  40-65  66-86  87-100  [lf]Astral Plane    DC 9/1 week  01-44  45-67  68-88  89-100  [lf]Outer Plane, demideity    DC 10/2 weeks  01-49  50-70  71-91  92-100  [lf]Outer Plane, lesser deity    DC 12/3 weeks  01-60  61-75  76-95  96-100  [lf]Outer Plane, intermediate deity    DC 14/4 weeks  01-73  74-81  82-98  99-100  [lf]Outer Plane, greater deity    DC 16/5 weeks  01-88  89-90  91-99  100    [lf]Avoid Int/Cha Decrease: You must succeed on an Intelligence check against this DC to avoid a decrease in Intelligence and Charisma. If the check fails, your Intelligence and Charisma scores each fall to 8 for the stated duration, and you become unable to cast arcane spells. If you lose Intelligence and Charisma, the effect strikes as soon as the first question is asked, and no answer is received. (The entries in parentheses are for questions that pertain to the appropriate Elemental Plane.)  [lf]Results of a Successful Contact: d% is rolled for the result shown on the table:  [lf]True Answer: You get a true, one-word answer. Questions that cannot be answered in this way are answered randomly.  [lf]Dont Know: The entity tells you that it doesn't know.  [lf]Lie: The entity intentionally lies to you.  [lf]Random Answer: The entity tries to lie but doesn't know the answer, so it makes one up.
Contagion;SRD;213;Necr;;Evil;;3;;3;;;;3;3;;;;3;;;3;;;;;;;;;;;;;;;;;;;;4;;4;;;;;;;;;;;;;;;;;;;3;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Living creature touched;Instantaneous;Fortitude negates;Yes;Infects subject with chosen disease.;;The subject contracts a disease selected from the table below, which strikes immediately (no incubation period). The DC noted is for the subsequent saves (use contagions normal save DC for the initial saving throw).    [lf]DiseaseDC  Damage  [lf]Blinding sickness  16  1d4 Str (1)  [lf]Cackle fever  16  1d6 Wis  [lf]Filth fever  12  1d3 Dex and 1d3 Con  [lf]Mindfire  12  1d4 Int  [lf]Red ache  15  1d6 Str  [lf]Shakes  13  1d8 Dex  [lf]Slimy doom  14  1d4 Con    [lf]1 Each time a victim takes 2 or more points of Strength damage from blinding sickness, he or she must make another Fortitude save (using the disease's save DC) or be permanently blinded.
Contagion, Mass;SPC;51;Necr;;Evil;;;;5;;;;;;;;;5;;;5;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Medium (100 ft. + 10 ft./level);Area;20-ft.-radius spread;Instantaneous;Fortitude negates;Yes;As contagion, but 20-ft. radius.;;
Contagious Fog;SPC;52;Conj;Creation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;V, S, M;1 standard action;Medium (100 ft. + 10 ft./level);Effect;Cloud spreads in a 20-ft. radius, 20 ft. high.;1 round/level;See text;Yes;20-ft.-radius cloud of fog inflicts disease.;;
Contagious Touch;SPC;52;Necr;;;;;;3;;;;3;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Touch;Target;Creature touched;1 round/level;Fortitude negates;Yes;You infect one creature per round with chosen disease.;;
Contingency;SRD;213;Evoc;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;V, S, M, F;"10 minutes; see text";Personal;Target;You;1 day/level or until discharged (D);;;Sets trigger condition for another spell.;;"You can place another spell upon your person so that it comes into effect under some condition you dictate when casting contingency. The contingency spell and the companion spell are cast at the same time. The 10-minute casting time is the minimum total for both castings; if the companion spell has a casting time longer than 10 minutes, use that instead.[lf][lf]The spell to be brought into effect by the contingency must be one that affects your person and be of a spell level no higher than one-third your caster level (rounded down, maximum 6th level).[lf][lf]The conditions needed to bring the spell into effect must be clear, although they can be general. In all cases, the contingency immediately brings into effect the companion spell, the latter being ""cast"" instantaneously when the prescribed circumstances occur. If complicated or convoluted conditions are prescribed, the whole spell combination (contingency and the companion magic) may fail when called on. The companion spell occurs based solely on the stated conditions, regardless of whether you want it to.[lf][lf]You can use only one contingency spell at a time; if a second is cast, the first one (if still active) is dispelled."
Contingent Energy Resistance;SPC;52;Abj;;;;;;4;;;;;;;;;4;;;4;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 minute;Personal;Target;You;1 hour/level (D);;;Energy damage triggers a resist energy spell.;;
Continual Flame;SRD;213;Evoc;;Light;;3;;3;;;;;;;;;3;;;;;;;;;;;2;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M;1 standard action;Touch;Effect;Magical, heatless flame;Permanent;None;No;Makes a permanent, heatless torch.;;A flame, equivalent in brightness to a torch, springs forth from an object that you touch. The effect looks like a regular flame, but it creates no heat and doesn't use oxygen. A continual flame can be covered and hidden but not smothered or quenched.[lf][lf]Light spells counter and dispel darkness spells of an equal or lower level.
Control Currents;STO;114;Tran;;Water;;;;4;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;20 ft./level;Area;20-ft./level radius emanation centered on you;10 min./level;None;No;Changes current direction and speed.;;
Control Darkness and Shadow;CR;29;Tran;;Darkness;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Close (25 ft. + 5 ft./2 levels);Area;Shadows in one 5-ft. cube/level;Concentration + 1 round/level;None;No;Manipulate existing areas of darkness and shadow.;;
Control Deathless;ECS;109;Necr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Close (25 ft. + 5 ft./2 levels);Targets;Up to 2 HD of deathless creatures/level, no two of which can be more than 30 ft. apart;1 min./level;Will negates;Yes;Deathless don't attack you while under your command.;;
Control Elemental;MoE;95;Ench;Compulsion;Mind-Affecting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S;1 standard action;Close (25 ft. + 5 ft./2 levels);Target;One elemental with HD no greater than twice your caster level;1 min./level;Will negates;Yes;Gain control of an elemental creature;;
Control Plants;SRD;213;Tran;;;;;;8;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Close (25 ft. + 5 ft./2 levels);Targets;Up to 2 HD/level of plant creatures, no two of which can be more than 30 ft. apart;1 min./level;Will negates;No;Control actions of one or more plant creatures.;;This spell enables you to control the actions of one or more plant creatures for a short period of time. You command the creatures by voice and they understand you, no matter what language you speak. Even if vocal communication is impossible  the controlled plants do not attack you. At the end of the spell, the subjects revert to their normal behavior.[lf][lf]Suicidal or self-destructive commands are simply ignored.
Control Sand;SA;112;Tran;;;;;;3;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Long (400 ft. + 40 ft./level);Area;Dust or sand in a volume of 10 ft./level wide by 10 ft./level long by 2 ft./level deep (S);10 min./level (D);"None; see text";No;Raise or lower the level of sand.;;
Control Snow and Ice;FR;92;Tran;;;;;;3;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, DF;1 standard action;Long (400 ft. + 40 ft./level);Area;Ice and snow in a volume of 10 ft./level by 10 ft./level by 2;10 min./level (D);None;No;Raise or lower ice or snow.;;
Control Temperature;FR;92;Tran;;Cold, Fire;;;;3;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V, S, M/DF;1 round;20 ft./level;Area;20 cu. ft./level emanation, centered on you;1 hour/level;None;No;Raise or lower temperature by one band/5 levels.;;
Control Undead;SRD;214;Necr;;;;;;7;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;V, S, M;1 standard action;Close (25 ft. + 5 ft./2 levels);Targets;Up to 2 HD/level of undead creatures, no two of which can be more than 30 ft. apart;1 min./level;Will negates;Yes;Undead don't attack you while under your command.;;This spell enables you to command undead creatures for a short period of time. You command them by voice and they understand you, no matter what language you speak. Even if vocal communication is impossible the controlled undead do not attack you. At the end of the spell, the subjects revert to their normal behavior.[lf][lf]Intelligent undead creatures remember that you controlled them.
